indicatore,codice,livello,territorio,anno,valore,unita,fonte,archivio
Alunni con cittadinanza non italiana in terza media,foreign_pupils_grade8,regione,Lazio,2018,9.63,percentuale sugli alunni della terza classe della secondaria di primo grado,Ministero dell'Istruzione e del Merito,"Open data, alunni per cittadinanza, scuola e anno di corso (statali e paritarie)"
Alunni con cittadinanza non italiana in terza media,foreign_pupils_grade8,regione,Lazio,2025,10.77,percentuale sugli alunni della terza classe della secondaria di primo grado,Ministero dell'Istruzione e del Merito,"Open data, alunni per cittadinanza, scuola e anno di corso (statali e paritarie)"
Alunni con cittadinanza non italiana in terza media,foreign_pupils_grade8,regione,Liguria,2018,12.42,percentuale sugli alunni della terza classe della secondaria di primo grado,Ministero dell'Istruzione e del Merito,"Open data, alunni per cittadinanza, scuola e anno di corso (statali e paritarie)"
Alunni con cittadinanza non italiana in terza media,foreign_pupils_grade8,regione,Liguria,2025,16.08,percentuale sugli alunni della terza classe della secondaria di primo grado,Ministero dell'Istruzione e del Merito,"Open data, alunni per cittadinanza, scuola e anno di corso (statali e paritarie)"
Alunni con cittadinanza non italiana in terza media,foreign_pupils_grade8,regione,Lombardia,2018,14.35,percentuale sugli alunni della terza classe della secondaria di primo grado,Ministero dell'Istruzione e del Merito,"Open data, alunni per cittadinanza, scuola e anno di corso (statali e paritarie)"
Alunni con cittadinanza non italiana in terza media,foreign_pupils_grade8,regione,Lombardia,2025,15.73,percentuale sugli alunni della terza classe della secondaria di primo grado,Ministero dell'Istruzione e del Merito,"Open data, alunni per cittadinanza, scuola e anno di corso (statali e paritarie)"
Alunni con cittadinanza non italiana in terza media,foreign_pupils_grade8,regione,Marche,2018,10.7,percentuale sugli alunni della terza classe della secondaria di primo grado,Ministero dell'Istruzione e del Merito,"Open data, alunni per cittadinanza, scuola e anno di corso (statali e paritarie)"
Alunni con cittadinanza non italiana in terza media,foreign_pupils_grade8,regione,Marche,2025,10.74,percentuale sugli alunni della terza classe della secondaria di primo grado,Ministero dell'Istruzione e del Merito,"Open data, alunni per cittadinanza, scuola e anno di corso (statali e paritarie)"
Alunni con cittadinanza non italiana in terza media,foreign_pupils_grade8,regione,Molise,2018,3.55,percentuale sugli alunni della terza classe della secondaria di primo grado,Ministero dell'Istruzione e del Merito,"Open data, alunni per cittadinanza, scuola e anno di corso (statali e paritarie)"
Alunni con cittadinanza non italiana in terza media,foreign_pupils_grade8,regione,Molise,2025,3.36,percentuale sugli alunni della terza classe della secondaria di primo grado,Ministero dell'Istruzione e del Merito,"Open data, alunni per cittadinanza, scuola e anno di corso (statali e paritarie)"
Alunni con cittadinanza non italiana in terza media,foreign_pupils_grade8,regione,Piemonte,2018,12.8,percentuale sugli alunni della terza classe della secondaria di primo grado,Ministero dell'Istruzione e del Merito,"Open data, alunni per cittadinanza, scuola e anno di corso (statali e paritarie)"
Alunni con cittadinanza non italiana in terza media,foreign_pupils_grade8,regione,Piemonte,2025,14.12,percentuale sugli alunni della terza classe della secondaria di primo grado,Ministero dell'Istruzione e del Merito,"Open data, alunni per cittadinanza, scuola e anno di corso (statali e paritarie)"
Alunni con cittadinanza non italiana in terza media,foreign_pupils_grade8,regione,Puglia,2018,2.81,percentuale sugli alunni della terza classe della secondaria di primo grado,Ministero dell'Istruzione e del Merito,"Open data, alunni per cittadinanza, scuola e anno di corso (statali e paritarie)"
Alunni con cittadinanza non italiana in terza media,foreign_pupils_grade8,regione,Puglia,2025,3.62,percentuale sugli alunni della terza classe della secondaria di primo grado,Ministero dell'Istruzione e del Merito,"Open data, alunni per cittadinanza, scuola e anno di corso (statali e paritarie)"
Alunni con cittadinanza non italiana in terza media,foreign_pupils_grade8,regione,Sardegna,2018,2.87,percentuale sugli alunni della terza classe della secondaria di primo grado,Ministero dell'Istruzione e del Merito,"Open data, alunni per cittadinanza, scuola e anno di corso (statali e paritarie)"
Alunni con cittadinanza non italiana in terza media,foreign_pupils_grade8,regione,Sardegna,2025,3.04,percentuale sugli alunni della terza classe della secondaria di primo grado,Ministero dell'Istruzione e del Merito,"Open data, alunni per cittadinanza, scuola e anno di corso (statali e paritarie)"
Alunni con cittadinanza non italiana in terza media,foreign_pupils_grade8,regione,Sicilia,2018,3.67,percentuale sugli alunni della terza classe della secondaria di primo grado,Ministero dell'Istruzione e del Merito,"Open data, alunni per cittadinanza, scuola e anno di corso (statali e paritarie)"
Alunni con cittadinanza non italiana in terza media,foreign_pupils_grade8,regione,Sicilia,2025,4.56,percentuale sugli alunni della terza classe della secondaria di primo grado,Ministero dell'Istruzione e del Merito,"Open data, alunni per cittadinanza, scuola e anno di corso (statali e paritarie)"
Alunni con cittadinanza non italiana in terza media,foreign_pupils_grade8,regione,Toscana,2018,13.85,percentuale sugli alunni della terza classe della secondaria di primo grado,Ministero dell'Istruzione e del Merito,"Open data, alunni per cittadinanza, scuola e anno di corso (statali e paritarie)"
Alunni con cittadinanza non italiana in terza media,foreign_pupils_grade8,regione,Toscana,2025,14.74,percentuale sugli alunni della terza classe della secondaria di primo grado,Ministero dell'Istruzione e del Merito,"Open data, alunni per cittadinanza, scuola e anno di corso (statali e paritarie)"
Alunni con cittadinanza non italiana in terza media,foreign_pupils_grade8,regione,Umbria,2018,13.72,percentuale sugli alunni della terza classe della secondaria di primo grado,Ministero dell'Istruzione e del Merito,"Open data, alunni per cittadinanza, scuola e anno di corso (statali e paritarie)"
Alunni con cittadinanza non italiana in terza media,foreign_pupils_grade8,regione,Umbria,2025,12.39,percentuale sugli alunni della terza classe della secondaria di primo grado,Ministero dell'Istruzione e del Merito,"Open data, alunni per cittadinanza, scuola e anno di corso (statali e paritarie)"
Alunni con cittadinanza non italiana in terza media,foreign_pupils_grade8,regione,Veneto,2018,12.56,percentuale sugli alunni della terza classe della secondaria di primo grado,Ministero dell'Istruzione e del Merito,"Open data, alunni per cittadinanza, scuola e anno di corso (statali e paritarie)"
Alunni con cittadinanza non italiana in terza media,foreign_pupils_grade8,regione,Veneto,2025,13.54,percentuale sugli alunni della terza classe della secondaria di primo grado,Ministero dell'Istruzione e del Merito,"Open data, alunni per cittadinanza, scuola e anno di corso (statali e paritarie)"
"Competenza numerica non adeguata (studenti classi III scuola secondaria primo grado), Italia e ripartizioni",bes_areas_SDG-310,ripartizione,Centro,2018,35.2,Valori percentuali,Istat,"Benessere equo e sostenibile, aggiornamento intermedio 2026, valori ufficiali per ripartizione"
"Competenza numerica non adeguata (studenti classi III scuola secondaria primo grado), Italia e ripartizioni",bes_areas_SDG-310,ripartizione,Centro,2019,35.8,Valori percentuali,Istat,"Benessere equo e sostenibile, aggiornamento intermedio 2026, valori ufficiali per ripartizione"
"Competenza numerica non adeguata (studenti classi III scuola secondaria primo grado), Italia e ripartizioni",bes_areas_SDG-310,ripartizione,Centro,2021,40.7,Valori percentuali,Istat,"Benessere equo e sostenibile, aggiornamento intermedio 2026, valori ufficiali per ripartizione"
"Competenza numerica non adeguata (studenti classi III scuola secondaria primo grado), Italia e ripartizioni",bes_areas_SDG-310,ripartizione,Centro,2022,40.0,Valori percentuali,Istat,"Benessere equo e sostenibile, aggiornamento intermedio 2026, valori ufficiali per ripartizione"
"Competenza numerica non adeguata (studenti classi III scuola secondaria primo grado), Italia e ripartizioni",bes_areas_SDG-310,ripartizione,Centro,2023,41.4,Valori percentuali,Istat,"Benessere equo e sostenibile, aggiornamento intermedio 2026, valori ufficiali per ripartizione"
"Competenza numerica non adeguata (studenti classi III scuola secondaria primo grado), Italia e ripartizioni",bes_areas_SDG-310,ripartizione,Centro,2024,40.5,Valori percentuali,Istat,"Benessere equo e sostenibile, aggiornamento intermedio 2026, valori ufficiali per ripartizione"
"Competenza numerica non adeguata (studenti classi III scuola secondaria primo grado), Italia e ripartizioni",bes_areas_SDG-310,ripartizione,Centro,2025,41.1,Valori percentuali,Istat,"Benessere equo e sostenibile, aggiornamento intermedio 2026, valori ufficiali per ripartizione"
"Competenza numerica non adeguata (studenti classi III scuola secondaria primo grado), Italia e ripartizioni",bes_areas_SDG-310,ripartizione,Italia,2018,39.3,Valori percentuali,Istat,"Benessere equo e sostenibile, aggiornamento intermedio 2026, valori ufficiali per ripartizione"
"Competenza numerica non adeguata (studenti classi III scuola secondaria primo grado), Italia e ripartizioni",bes_areas_SDG-310,ripartizione,Italia,2019,39.6,Valori percentuali,Istat,"Benessere equo e sostenibile, aggiornamento intermedio 2026, valori ufficiali per ripartizione"
"Competenza numerica non adeguata (studenti classi III scuola secondaria primo grado), Italia e ripartizioni",bes_areas_SDG-310,ripartizione,Italia,2021,44.5,Valori percentuali,Istat,"Benessere equo e sostenibile, aggiornamento intermedio 2026, valori ufficiali per ripartizione"
"Competenza numerica non adeguata (studenti classi III scuola secondaria primo grado), Italia e ripartizioni",bes_areas_SDG-310,ripartizione,Italia,2022,43.6,Valori percentuali,Istat,"Benessere equo e sostenibile, aggiornamento intermedio 2026, valori ufficiali per ripartizione"
"Competenza numerica non adeguata (studenti classi III scuola secondaria primo grado), Italia e ripartizioni",bes_areas_SDG-310,ripartizione,Italia,2023,44.2,Valori percentuali,Istat,"Benessere equo e sostenibile, aggiornamento intermedio 2026, valori ufficiali per ripartizione"
"Competenza numerica non adeguata (studenti classi III scuola secondaria primo grado), Italia e ripartizioni",bes_areas_SDG-310,ripartizione,Italia,2024,44.0,Valori percentuali,Istat,"Benessere equo e sostenibile, aggiornamento intermedio 2026, valori ufficiali per ripartizione"
"Competenza numerica non adeguata (studenti classi III scuola secondaria primo grado), Italia e ripartizioni",bes_areas_SDG-310,ripartizione,Italia,2025,44.3,Valori percentuali,Istat,"Benessere equo e sostenibile, aggiornamento intermedio 2026, valori ufficiali per ripartizione"
"Competenza numerica non adeguata (studenti classi III scuola secondaria primo grado), Italia e ripartizioni",bes_areas_SDG-310,ripartizione,Mezzogiorno,2018,51.9,Valori percentuali,Istat,"Benessere equo e sostenibile, aggiornamento intermedio 2026, valori ufficiali per ripartizione"
"Competenza numerica non adeguata (studenti classi III scuola secondaria primo grado), Italia e ripartizioni",bes_areas_SDG-310,ripartizione,Mezzogiorno,2019,52.1,Valori percentuali,Istat,"Benessere equo e sostenibile, aggiornamento intermedio 2026, valori ufficiali per ripartizione"
"Competenza numerica non adeguata (studenti classi III scuola secondaria primo grado), Italia e ripartizioni",bes_areas_SDG-310,ripartizione,Mezzogiorno,2021,58.0,Valori percentuali,Istat,"Benessere equo e sostenibile, aggiornamento intermedio 2026, valori ufficiali per ripartizione"
"Competenza numerica non adeguata (studenti classi III scuola secondaria primo grado), Italia e ripartizioni",bes_areas_SDG-310,ripartizione,Mezzogiorno,2022,56.4,Valori percentuali,Istat,"Benessere equo e sostenibile, aggiornamento intermedio 2026, valori ufficiali per ripartizione"
"Competenza numerica non adeguata (studenti classi III scuola secondaria primo grado), Italia e ripartizioni",bes_areas_SDG-310,ripartizione,Mezzogiorno,2023,56.0,Valori percentuali,Istat,"Benessere equo e sostenibile, aggiornamento intermedio 2026, valori ufficiali per ripartizione"
"Competenza numerica non adeguata (studenti classi III scuola secondaria primo grado), Italia e ripartizioni",bes_areas_SDG-310,ripartizione,Mezzogiorno,2024,55.8,Valori percentuali,Istat,"Benessere equo e sostenibile, aggiornamento intermedio 2026, valori ufficiali per ripartizione"
"Competenza numerica non adeguata (studenti classi III scuola secondaria primo grado), Italia e ripartizioni",bes_areas_SDG-310,ripartizione,Mezzogiorno,2025,55.3,Valori percentuali,Istat,"Benessere equo e sostenibile, aggiornamento intermedio 2026, valori ufficiali per ripartizione"
"Competenza numerica non adeguata (studenti classi III scuola secondaria primo grado), Italia e ripartizioni",bes_areas_SDG-310,ripartizione,Nord,2018,30.8,Valori percentuali,Istat,"Benessere equo e sostenibile, aggiornamento intermedio 2026, valori ufficiali per ripartizione"
"Competenza numerica non adeguata (studenti classi III scuola secondaria primo grado), Italia e ripartizioni",bes_areas_SDG-310,ripartizione,Nord,2019,31.3,Valori percentuali,Istat,"Benessere equo e sostenibile, aggiornamento intermedio 2026, valori ufficiali per ripartizione"
"Competenza numerica non adeguata (studenti classi III scuola secondaria primo grado), Italia e ripartizioni",bes_areas_SDG-310,ripartizione,Nord,2021,37.0,Valori percentuali,Istat,"Benessere equo e sostenibile, aggiornamento intermedio 2026, valori ufficiali per ripartizione"
"Competenza numerica non adeguata (studenti classi III scuola secondaria primo grado), Italia e ripartizioni",bes_areas_SDG-310,ripartizione,Nord,2022,35.8,Valori percentuali,Istat,"Benessere equo e sostenibile, aggiornamento intermedio 2026, valori ufficiali per ripartizione"
"Competenza numerica non adeguata (studenti classi III scuola secondaria primo grado), Italia e ripartizioni",bes_areas_SDG-310,ripartizione,Nord,2023,36.5,Valori percentuali,Istat,"Benessere equo e sostenibile, aggiornamento intermedio 2026, valori ufficiali per ripartizione"
"Competenza numerica non adeguata (studenti classi III scuola secondaria primo grado), Italia e ripartizioni",bes_areas_SDG-310,ripartizione,Nord,2024,36.9,Valori percentuali,Istat,"Benessere equo e sostenibile, aggiornamento intermedio 2026, valori ufficiali per ripartizione"
"Competenza numerica non adeguata (studenti classi III scuola secondaria primo grado), Italia e ripartizioni",bes_areas_SDG-310,ripartizione,Nord,2025,37.6,Valori percentuali,Istat,"Benessere equo e sostenibile, aggiornamento intermedio 2026, valori ufficiali per ripartizione"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Agrigento,2018,49.9,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Agrigento,2019,49.6,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Agrigento,2021,50.8,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Agrigento,2022,55.3,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Agrigento,2023,52.4,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Agrigento,2024,53.4,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Alessandria,2018,33.2,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Alessandria,2019,32.1,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Alessandria,2021,38.0,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Alessandria,2022,39.4,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Alessandria,2023,40.0,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Alessandria,2024,40.5,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Ancona,2018,26.4,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Ancona,2019,26.6,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Ancona,2021,31.1,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Ancona,2022,32.5,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Ancona,2023,33.7,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Ancona,2024,32.3,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Aosta,2018,26.7,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Aosta,2019,29.0,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Aosta,2021,30.8,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Aosta,2022,27.5,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Aosta,2023,29.9,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Aosta,2024,35.5,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Arezzo,2018,30.0,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Arezzo,2019,29.7,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Arezzo,2021,32.7,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Arezzo,2022,32.2,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Arezzo,2023,33.9,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Arezzo,2024,34.5,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Ascoli Piceno,2018,25.1,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Ascoli Piceno,2019,26.7,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Ascoli Piceno,2021,33.0,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Ascoli Piceno,2022,31.8,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Ascoli Piceno,2023,31.5,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Ascoli Piceno,2024,31.6,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Asti,2018,31.3,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Asti,2019,32.0,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Asti,2021,38.6,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Asti,2022,36.4,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Asti,2023,37.2,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Asti,2024,41.9,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Avellino,2018,35.5,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Avellino,2019,37.9,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Avellino,2021,40.0,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Avellino,2022,38.1,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Avellino,2023,35.0,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Avellino,2024,37.3,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Bari,2018,36.0,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Bari,2019,36.3,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Bari,2021,39.2,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Bari,2022,40.6,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Bari,2023,39.4,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Bari,2024,39.4,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Belluno,2018,26.5,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Belluno,2019,28.0,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Belluno,2021,25.0,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Belluno,2022,26.9,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Belluno,2023,29.7,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Belluno,2024,29.3,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Benevento,2018,36.4,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Benevento,2019,37.0,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Benevento,2021,38.2,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Benevento,2022,38.7,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Benevento,2023,37.6,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Benevento,2024,40.2,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Bergamo,2018,25.7,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Bergamo,2019,27.5,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Bergamo,2021,32.4,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Bergamo,2022,33.1,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Bergamo,2023,33.9,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
Competenza alfabetica non adeguata (studenti classi III scuola secondaria primo grado),02IST011P,provincia,Bergamo,2024,34.3,%,Istat,"BES dei Territori (Bes at local level), DF_BES_TERRIT_0T, dominio BES_02"
